merchant_id,business_category,business_age,country,monthly_revenue,avg_transaction_value,chargeback_ratio,negative_reviews_ratio,previous_fraud_reports,suspicious_activity_flag,is_fraud
M03648,Retail,27,USA,130064,2301,0.3,0.13,7,Yes,1
M03649,Retail,3,UK,46506,2103,0.11,0.29,10,Yes,1
M03650,Services,46,Germany,23846,682,0.3,0.09,3,No,1
M03651,Clothing,8,Australia,51081,460,0.08,0.26,1,No,0
M03652,Retail,47,Australia,91111,3873,0.01,0.05,5,Yes,1
M03653,Pharmacy,23,Brazil,116199,1108,0.18,0.26,10,Yes,1
M03654,Clothing,9,Germany,121755,544,0.07,0.13,2,No,0
M03655,Pharmacy,43,Germany,17983,4833,0.18,0.08,1,Yes,1
M03656,Electronics,5,USA,35885,4279,0.03,0.06,6,Yes,1
M03657,Electronics,25,India,18809,2313,0.11,0.22,10,Yes,1
M03658,Grocery,48,France,10098,1712,0.08,0.31,4,No,0
M03659,Automotive,16,Brazil,84016,2839,0.1,0.32,1,Yes,1
M03660,Electronics,27,Germany,165599,2825,0.21,0.39,9,Yes,1
M03661,Electronics,50,Brazil,150279,4729,0.03,0.06,0,Yes,1
M03662,Services,48,Australia,9102,4856,0.01,0.1,4,Yes,1
M03663,Clothing,39,Australia,87233,3846,0.13,0.29,8,Yes,1
M03664,Clothing,17,Brazil,142683,357,0.09,0.06,9,No,1
M03665,Grocery,14,Canada,198470,3910,0.03,0.06,0,Yes,1
M03666,Automotive,6,Canada,22890,4579,0.25,0.03,10,No,1
M03667,Grocery,42,USA,60086,4965,0.29,0.37,5,Yes,1
M03668,Clothing,34,Germany,170467,1030,0.26,0.06,9,No,1
M03669,Retail,5,USA,39173,505,0.14,0.33,1,Yes,1
M03670,Pharmacy,6,India,111848,777,0.16,0.36,2,No,0
M03671,Clothing,7,UK,181527,4096,0.18,0.11,10,Yes,1
M03672,Retail,25,France,112099,1515,0.26,0.32,5,Yes,1
M03673,Grocery,46,Germany,102743,2557,0.07,0.33,0,Yes,1
M03674,Services,8,Canada,54147,796,0.09,0.07,4,Yes,1
M03675,Electronics,47,UK,153893,2439,0.23,0.35,7,Yes,1
M03676,Grocery,13,Germany,87389,4940,0.12,0.09,2,No,0
M03677,Retail,43,France,149678,4255,0.13,0.11,2,No,0
M03678,Electronics,44,Germany,177158,3558,0.18,0.19,9,Yes,1
M03679,Retail,25,Canada,87586,4360,0.25,0.08,5,No,1
M03680,Automotive,48,USA,160851,1717,0.19,0.06,10,No,1
M03681,Services,44,Brazil,31402,4551,0.25,0.34,6,Yes,1
M03682,Grocery,47,USA,64054,3372,0.1,0.19,0,Yes,1
M03683,Automotive,23,USA,159876,4198,0.14,0.31,2,Yes,1
M03684,Pharmacy,35,Canada,62019,1985,0.29,0.06,1,No,1
M03685,Services,37,UK,107345,4596,0.08,0.3,0,Yes,1
M03686,Pharmacy,40,India,167292,3881,0.23,0.14,7,No,1
M03687,Grocery,43,USA,64125,2087,0.05,0.37,8,No,1
M03688,Electronics,16,Germany,154213,2163,0.03,0.32,3,Yes,1
M03689,Clothing,17,USA,63644,2401,0.15,0.0,3,Yes,1
M03690,Grocery,22,Germany,30397,1216,0.05,0.25,4,Yes,1
M03691,Clothing,4,Brazil,79509,3177,0.27,0.09,10,Yes,1
M03692,Electronics,7,Germany,65083,1105,0.2,0.29,0,Yes,1
M03693,Retail,43,Brazil,111679,2314,0.12,0.09,0,No,0
M03694,Grocery,42,India,127678,1255,0.25,0.32,8,No,1
M03695,Electronics,38,Brazil,31963,1221,0.07,0.39,10,No,1
M03696,Grocery,10,France,136591,4789,0.27,0.18,3,No,1
M03697,Retail,50,India,159792,4103,0.23,0.32,0,Yes,1
M03698,Clothing,36,USA,40270,621,0.01,0.3,5,Yes,1
M03699,Pharmacy,38,Australia,64795,52,0.21,0.16,1,Yes,1
M03700,Clothing,33,France,159066,1827,0.03,0.22,1,No,0
M03701,Pharmacy,49,India,106624,3576,0.05,0.36,8,Yes,1
M03702,Clothing,29,USA,145137,180,0.18,0.05,5,Yes,1
M03703,Clothing,17,Australia,129214,143,0.18,0.02,6,Yes,1
M03704,Grocery,19,Australia,97347,1854,0.04,0.03,0,Yes,1
M03705,Clothing,27,USA,74365,1479,0.2,0.18,3,Yes,1
M03706,Automotive,24,UK,86528,407,0.29,0.18,1,Yes,1
M03707,Clothing,46,France,19487,1105,0.02,0.04,2,No,0
M03708,Pharmacy,16,UK,53332,4586,0.01,0.07,3,No,0
M03709,Automotive,32,Australia,69620,533,0.08,0.22,9,No,1
M03710,Electronics,12,India,159655,2552,0.06,0.04,4,No,0
M03711,Pharmacy,11,Brazil,101951,375,0.08,0.28,3,Yes,1
M03712,Services,14,Brazil,96361,3136,0.27,0.25,7,Yes,1
M03713,Retail,49,Australia,128007,1964,0.1,0.1,2,No,0
M03714,Electronics,44,Germany,22294,2994,0.26,0.23,7,No,1
M03715,Pharmacy,31,Australia,164982,1425,0.11,0.23,8,Yes,1
M03716,Electronics,46,Australia,66046,3157,0.06,0.2,2,No,0
M03717,Automotive,14,Australia,17171,1330,0.15,0.24,10,No,1
M03718,Clothing,23,Australia,188255,2201,0.04,0.22,5,No,0
M03719,Retail,45,Germany,68251,3063,0.17,0.25,6,No,1
M03720,Automotive,24,France,44706,3893,0.04,0.1,6,Yes,1
M03721,Services,26,France,35326,736,0.16,0.23,0,No,0
M03722,Retail,20,UK,87247,4976,0.15,0.09,5,Yes,1
M03723,Pharmacy,48,Germany,163288,3736,0.01,0.02,2,Yes,1
M03724,Clothing,2,Brazil,83506,3258,0.21,0.2,6,No,1
M03725,Retail,46,Germany,16718,1852,0.09,0.0,2,Yes,1
M03726,Clothing,10,UK,119131,1485,0.12,0.39,0,Yes,1
M03727,Clothing,14,Germany,122433,1406,0.04,0.29,7,Yes,1
M03728,Services,15,Canada,23982,4210,0.18,0.08,0,Yes,1
M03729,Automotive,47,Germany,12868,2256,0.07,0.36,1,No,0
M03730,Clothing,43,UK,151035,711,0.11,0.26,7,Yes,1
M03731,Grocery,13,Germany,88425,4749,0.14,0.39,0,Yes,1
M03732,Services,35,Brazil,186325,655,0.11,0.12,7,Yes,1
M03733,Clothing,28,France,16243,3720,0.24,0.38,5,Yes,1
M03734,Services,29,Germany,174933,932,0.22,0.2,2,No,1
M03735,Retail,27,Australia,94232,1168,0.11,0.17,3,Yes,1
M03736,Pharmacy,16,Germany,118772,161,0.1,0.25,1,Yes,1
M03737,Pharmacy,9,USA,179863,3323,0.28,0.02,10,Yes,1
M03738,Automotive,20,Germany,31132,1336,0.0,0.13,9,Yes,1
M03739,Services,13,France,161499,3887,0.25,0.28,8,Yes,1
M03740,Retail,40,Australia,18951,555,0.05,0.17,0,Yes,1
M03741,Retail,48,Brazil,40180,4085,0.1,0.14,6,Yes,1
M03742,Services,38,Australia,24638,4815,0.26,0.14,6,No,1
M03743,Grocery,38,Australia,56672,3928,0.14,0.12,8,Yes,1
M03744,Clothing,5,Brazil,71672,1533,0.16,0.17,7,Yes,1
M03745,Grocery,49,Brazil,157584,713,0.15,0.21,0,No,0
M03746,Electronics,28,Australia,159097,3671,0.19,0.35,4,Yes,1
M03747,Automotive,39,France,190280,4102,0.19,0.24,0,No,0
M03748,Services,48,Brazil,55485,4832,0.17,0.18,0,No,0
M03749,Clothing,22,USA,36826,2815,0.26,0.06,10,No,1
M03750,Pharmacy,47,India,149381,1228,0.23,0.13,8,No,1
M03751,Clothing,14,Canada,32768,3621,0.09,0.18,4,No,0
M03752,Pharmacy,42,Australia,29337,3855,0.21,0.38,8,No,1
M03753,Pharmacy,28,USA,187447,1104,0.04,0.07,1,No,0
M03754,Retail,15,USA,76807,3587,0.26,0.31,6,No,1
M03755,Services,36,USA,122297,434,0.23,0.25,10,Yes,1
M03756,Automotive,45,USA,199307,1584,0.19,0.06,0,No,0
M03757,Pharmacy,8,Canada,102710,4901,0.15,0.07,4,Yes,1
M03758,Automotive,28,Brazil,43776,1141,0.27,0.29,0,No,1
M03759,Automotive,50,USA,181417,2685,0.05,0.11,10,Yes,1
M03760,Electronics,31,Germany,110997,1814,0.25,0.14,7,No,1
M03761,Electronics,14,Canada,191987,243,0.0,0.1,6,No,1
M03762,Retail,40,Canada,122556,2221,0.05,0.38,0,No,0
M03763,Services,44,UK,171783,769,0.09,0.15,0,No,0
M03764,Electronics,39,India,99981,3579,0.04,0.34,0,Yes,1
M03765,Services,26,USA,93127,1473,0.07,0.04,6,Yes,1
M03766,Electronics,4,Australia,20588,3059,0.03,0.1,1,No,0
M03767,Pharmacy,18,France,103837,1954,0.14,0.01,1,No,0
M03768,Pharmacy,47,UK,177035,1030,0.11,0.11,9,No,1
M03769,Retail,32,USA,182125,1267,0.12,0.4,3,Yes,1
M03770,Retail,28,USA,77229,1344,0.24,0.24,3,Yes,1
M03771,Retail,19,Canada,60495,2162,0.1,0.09,3,Yes,1
M03772,Pharmacy,8,Brazil,73947,1797,0.03,0.05,9,No,1
M03773,Electronics,16,Germany,78146,3035,0.21,0.21,10,No,1
M03774,Services,42,USA,139063,2996,0.01,0.34,10,Yes,1
M03775,Grocery,36,India,156407,1982,0.03,0.22,6,No,1
M03776,Retail,20,France,113213,2674,0.08,0.3,2,Yes,1
M03777,Grocery,8,France,90533,3489,0.25,0.31,6,No,1
M03778,Clothing,47,Brazil,32971,4637,0.12,0.38,1,Yes,1
M03779,Grocery,4,Germany,20259,3504,0.2,0.04,3,Yes,1
M03780,Automotive,23,Australia,114069,1081,0.07,0.05,8,Yes,1
M03781,Retail,18,USA,89227,3942,0.18,0.39,3,No,0
M03782,Retail,38,Canada,160897,280,0.01,0.34,1,No,0
M03783,Automotive,2,Germany,177537,90,0.07,0.28,10,No,1
M03784,Retail,16,USA,75370,3351,0.2,0.15,8,Yes,1
M03785,Pharmacy,43,Brazil,24040,4144,0.2,0.18,7,No,1
M03786,Retail,13,India,58186,3299,0.12,0.09,9,No,1
M03787,Clothing,45,France,121022,4052,0.03,0.09,7,No,1
M03788,Retail,35,India,8552,3230,0.26,0.4,5,Yes,1
M03789,Retail,11,Brazil,88893,50,0.18,0.36,3,Yes,1
M03790,Pharmacy,35,France,152324,278,0.18,0.23,7,No,1
M03791,Electronics,17,France,27555,3451,0.06,0.17,10,Yes,1
M03792,Retail,11,Australia,6215,3447,0.02,0.39,9,No,1
M03793,Retail,26,Brazil,24189,4404,0.12,0.29,10,Yes,1
M03794,Retail,47,France,183905,839,0.02,0.13,2,Yes,1
M03795,Electronics,50,UK,9804,4167,0.06,0.34,2,Yes,1
M03796,Electronics,23,Brazil,98624,4299,0.1,0.33,4,No,0
M03797,Electronics,1,UK,118802,1480,0.13,0.02,7,No,1
M03798,Pharmacy,40,Germany,189941,1496,0.21,0.31,1,No,1
M03799,Retail,14,Germany,70759,1868,0.11,0.14,3,No,0
M03800,Electronics,46,India,147781,3611,0.24,0.38,0,Yes,1
M03801,Clothing,25,Australia,172441,4031,0.16,0.15,9,Yes,1
M03802,Pharmacy,28,Canada,147418,3491,0.04,0.33,7,No,1
M03803,Grocery,25,France,53356,4925,0.27,0.07,2,Yes,1
M03804,Grocery,19,Australia,114211,3922,0.25,0.25,10,Yes,1
M03805,Automotive,17,Germany,191801,1055,0.2,0.33,6,Yes,1
M03806,Electronics,42,Canada,9843,3745,0.23,0.23,2,No,1
M03807,Retail,34,Brazil,116393,2730,0.03,0.15,5,Yes,1
M03808,Grocery,47,UK,14122,4197,0.03,0.36,5,No,0
M03809,Retail,4,UK,165791,1439,0.25,0.26,9,Yes,1
M03810,Clothing,36,USA,10018,4557,0.18,0.38,0,Yes,1
M03811,Automotive,25,India,69646,3349,0.06,0.36,2,No,0
M03812,Pharmacy,7,France,104473,2574,0.09,0.38,4,No,0
M03813,Retail,3,Canada,183576,2549,0.08,0.05,2,No,0
M03814,Electronics,47,France,127294,4785,0.13,0.13,7,Yes,1
M03815,Grocery,45,France,109155,4811,0.24,0.03,8,No,1
M03816,Automotive,1,Canada,10227,1904,0.15,0.4,5,No,0
M03817,Electronics,36,India,129078,4347,0.19,0.15,1,No,0
M03818,Electronics,36,India,102395,2940,0.22,0.28,9,Yes,1
M03819,Clothing,7,India,64885,965,0.1,0.18,4,Yes,1
M03820,Clothing,48,Brazil,20625,4914,0.12,0.13,8,Yes,1
M03821,Clothing,42,Australia,199467,864,0.26,0.38,0,Yes,1
M03822,Services,26,UK,35233,3658,0.26,0.22,2,No,1
M03823,Electronics,3,India,15888,2136,0.06,0.33,6,Yes,1
M03824,Clothing,20,UK,167316,3410,0.18,0.28,9,No,1
M03825,Automotive,3,France,5142,4681,0.27,0.31,10,No,1
M03826,Grocery,23,UK,90331,3139,0.02,0.37,1,No,0
M03827,Retail,22,Germany,18860,4417,0.23,0.1,3,No,1
M03828,Pharmacy,48,Canada,144825,828,0.29,0.14,10,Yes,1
M03829,Pharmacy,9,USA,154807,4076,0.0,0.09,9,No,1
M03830,Clothing,36,USA,36492,2719,0.15,0.12,3,No,0
M03831,Services,4,Brazil,120555,527,0.23,0.16,8,No,1
M03832,Automotive,20,Australia,191198,4912,0.25,0.32,2,Yes,1
M03833,Services,2,Brazil,150641,295,0.09,0.12,8,No,1
M03834,Pharmacy,26,Australia,151488,4287,0.21,0.01,9,Yes,1
M03835,Grocery,10,Australia,23835,2840,0.08,0.17,2,No,0
M03836,Grocery,5,Germany,147893,1232,0.15,0.37,3,Yes,1
M03837,Grocery,11,India,149846,1926,0.29,0.18,9,Yes,1
M03838,Automotive,48,Canada,179202,1361,0.21,0.11,0,Yes,1
M03839,Pharmacy,35,Germany,142110,2694,0.2,0.04,6,No,1
M03840,Retail,50,Canada,185628,4337,0.05,0.13,3,Yes,1
M03841,Services,19,Australia,99127,4184,0.12,0.21,10,Yes,1
M03842,Pharmacy,12,Australia,100292,2082,0.27,0.38,8,Yes,1
M03843,Pharmacy,2,Brazil,110837,2634,0.14,0.21,5,No,0
M03844,Clothing,17,France,107191,2117,0.12,0.19,1,No,0
M03845,Automotive,19,Canada,27774,3869,0.28,0.22,7,Yes,1
M03846,Grocery,10,India,17363,4603,0.26,0.04,10,Yes,1
M03847,Automotive,48,Germany,114672,459,0.09,0.13,2,No,0
M03848,Services,38,UK,111068,775,0.12,0.28,2,No,0
M03849,Pharmacy,49,Canada,21973,2593,0.16,0.08,1,Yes,1
M03850,Pharmacy,31,UK,152930,4033,0.03,0.26,1,No,0
M03851,Services,2,France,74677,743,0.2,0.21,4,No,0
M03852,Services,27,India,169792,4881,0.12,0.19,4,No,0
M03853,Grocery,19,India,62323,4516,0.28,0.31,6,No,1
M03854,Services,47,UK,85704,4507,0.21,0.1,7,No,1
M03855,Pharmacy,33,UK,124962,2950,0.09,0.29,0,Yes,1
M03856,Services,8,France,143886,3958,0.18,0.07,8,Yes,1
M03857,Automotive,15,Australia,94649,2251,0.25,0.38,4,Yes,1
M03858,Retail,27,UK,165330,3320,0.2,0.29,9,Yes,1
M03859,Services,29,USA,148983,3040,0.11,0.33,9,Yes,1
M03860,Services,11,USA,160359,162,0.03,0.32,2,No,0
M03861,Pharmacy,26,Canada,155290,323,0.06,0.16,1,Yes,1
M03862,Services,6,Brazil,92227,2697,0.07,0.16,0,No,0
M03863,Electronics,9,USA,167884,3472,0.2,0.17,4,Yes,1
M03864,Grocery,24,India,97398,272,0.19,0.14,8,No,1
M03865,Pharmacy,27,UK,73956,175,0.25,0.18,10,Yes,1
M03866,Clothing,23,Brazil,68695,4090,0.15,0.31,1,Yes,1
M03867,Clothing,24,USA,157467,4920,0.1,0.25,3,Yes,1
M03868,Electronics,43,India,155908,3515,0.27,0.36,6,No,1
M03869,Clothing,37,Canada,15306,2931,0.09,0.01,5,Yes,1
M03870,Services,27,Germany,131427,2258,0.03,0.05,8,No,1
M03871,Services,15,Germany,66028,466,0.22,0.22,1,Yes,1
M03872,Clothing,50,France,131292,3198,0.03,0.14,8,Yes,1
M03873,Grocery,50,Canada,36206,1599,0.19,0.29,6,No,1
M03874,Automotive,49,India,56554,1981,0.19,0.26,9,Yes,1
M03875,Electronics,50,India,36100,1588,0.1,0.15,4,No,0
M03876,Grocery,48,USA,100009,4854,0.19,0.28,10,No,1
M03877,Pharmacy,10,France,130533,2672,0.0,0.15,6,Yes,1
M03878,Automotive,17,Brazil,52575,2908,0.06,0.31,5,Yes,1
M03879,Pharmacy,16,India,152987,1099,0.26,0.12,1,No,1
M03880,Grocery,20,France,56339,3830,0.01,0.17,0,Yes,1
M03881,Electronics,37,UK,175175,4437,0.16,0.2,9,Yes,1
M03882,Pharmacy,22,Canada,76657,2629,0.23,0.03,7,Yes,1
M03883,Pharmacy,33,Australia,99672,2390,0.22,0.33,10,No,1
M03884,Electronics,23,Canada,191265,2160,0.29,0.26,4,No,1
M03885,Grocery,2,Germany,171174,4324,0.02,0.18,3,Yes,1
M03886,Services,48,Australia,114257,3218,0.11,0.04,8,Yes,1
M03887,Grocery,47,Australia,71032,3130,0.04,0.39,6,No,1
M03888,Services,29,UK,120478,1493,0.25,0.0,2,Yes,1
M03889,Pharmacy,39,France,78285,4845,0.24,0.07,4,Yes,1
M03890,Electronics,34,UK,72210,4272,0.26,0.24,2,No,1
M03891,Automotive,40,India,185701,3715,0.0,0.08,2,Yes,1
M03892,Clothing,28,Brazil,73545,4526,0.21,0.11,9,No,1
M03893,Clothing,37,France,101461,3559,0.06,0.39,7,Yes,1
M03894,Grocery,22,UK,26042,899,0.29,0.02,8,No,1
M03895,Retail,1,Brazil,75220,1598,0.3,0.35,0,Yes,1
M03896,Automotive,50,France,77942,257,0.12,0.37,3,Yes,1
M03897,Electronics,1,Canada,50096,755,0.25,0.06,8,Yes,1
M03898,Clothing,10,India,136671,596,0.13,0.25,6,Yes,1
M03899,Retail,26,USA,177481,4744,0.2,0.1,0,No,0
M03900,Automotive,1,Germany,166248,4570,0.24,0.11,10,Yes,1
M03901,Pharmacy,22,UK,111407,296,0.03,0.16,2,No,0
M03902,Services,13,India,22125,2783,0.04,0.14,6,No,1
M03903,Retail,11,India,30571,922,0.08,0.38,8,Yes,1
M03904,Clothing,8,USA,40124,4583,0.19,0.4,2,Yes,1
M03905,Electronics,40,USA,164905,4314,0.01,0.37,10,No,1
M03906,Services,6,USA,108516,4504,0.02,0.32,1,Yes,1
M03907,Grocery,38,Australia,170933,797,0.08,0.1,10,No,1
M03908,Electronics,8,Germany,90786,1568,0.27,0.28,2,Yes,1
M03909,Services,23,Australia,109118,3972,0.11,0.34,8,Yes,1
M03910,Services,39,Brazil,114452,1824,0.21,0.08,9,No,1
M03911,Grocery,46,USA,153330,3638,0.16,0.08,2,Yes,1
M03912,Retail,5,Germany,28597,4017,0.11,0.13,3,No,0
M03913,Clothing,34,Australia,86495,3147,0.15,0.24,5,No,0
M03914,Automotive,47,Germany,75269,3738,0.11,0.3,5,No,0
M03915,Electronics,6,Canada,157538,2747,0.0,0.06,5,Yes,1
M03916,Retail,7,France,144646,285,0.08,0.27,3,No,0
M03917,Pharmacy,8,India,81709,443,0.08,0.24,7,No,1
M03918,Services,20,Australia,106852,2415,0.15,0.27,9,Yes,1
M03919,Pharmacy,32,Canada,54391,4209,0.11,0.13,6,Yes,1
M03920,Retail,44,USA,172624,4493,0.16,0.13,2,No,0
M03921,Grocery,9,USA,120318,4785,0.08,0.09,7,Yes,1
M03922,Automotive,16,Brazil,108454,186,0.05,0.22,10,Yes,1
M03923,Grocery,34,Canada,148342,2664,0.18,0.26,3,Yes,1
M03924,Electronics,41,USA,188175,100,0.24,0.15,7,Yes,1
M03925,Clothing,42,Australia,135934,1444,0.2,0.09,3,No,0
M03926,Automotive,47,Brazil,160888,1755,0.3,0.01,10,No,1
M03927,Services,17,USA,88977,790,0.18,0.11,2,Yes,1
M03928,Grocery,21,Canada,83928,2474,0.23,0.01,2,No,1
M03929,Grocery,22,Germany,191773,3592,0.15,0.38,3,Yes,1
M03930,Grocery,18,Canada,73829,2695,0.05,0.19,4,No,0
M03931,Pharmacy,25,India,105853,3131,0.13,0.31,9,No,1
M03932,Automotive,2,Brazil,157284,2070,0.15,0.16,2,No,0
M03933,Electronics,42,UK,149515,3392,0.29,0.31,10,Yes,1
M03934,Services,21,India,10643,3569,0.07,0.3,2,Yes,1
M03935,Electronics,25,UK,121624,1293,0.18,0.1,7,Yes,1
M03936,Automotive,11,France,104977,4432,0.19,0.35,7,No,1
M03937,Retail,18,USA,123790,2902,0.17,0.28,3,No,0
M03938,Services,27,Canada,67910,30,0.22,0.22,0,No,1
M03939,Automotive,28,USA,26557,280,0.16,0.03,3,No,0
M03940,Pharmacy,33,Brazil,159697,2095,0.19,0.03,0,Yes,1
M03941,Clothing,50,Australia,24090,3696,0.28,0.26,9,Yes,1
M03942,Automotive,7,Brazil,199912,3138,0.28,0.21,6,No,1
M03943,Services,24,Germany,69486,1983,0.05,0.28,4,No,0
M03944,Automotive,44,USA,103821,618,0.01,0.14,9,Yes,1
M03945,Clothing,44,India,26811,420,0.26,0.01,1,No,1
M03946,Electronics,18,India,140442,2256,0.15,0.19,1,No,0
M03947,Grocery,36,USA,111441,3019,0.03,0.15,1,Yes,1
M03948,Electronics,23,India,198000,4959,0.25,0.19,9,Yes,1
M03949,Clothing,22,Brazil,111823,3716,0.12,0.11,10,No,1
M03950,Automotive,31,Germany,47376,3455,0.03,0.2,7,No,1
M03951,Grocery,50,Canada,169617,4430,0.29,0.01,1,Yes,1
M03952,Clothing,40,France,89720,1884,0.26,0.04,1,No,1
M03953,Retail,1,Australia,173448,1464,0.25,0.19,1,Yes,1
M03954,Clothing,1,Australia,124029,2059,0.06,0.03,2,Yes,1
M03955,Automotive,12,USA,160673,434,0.27,0.1,1,No,1
M03956,Retail,13,Brazil,12259,321,0.13,0.28,9,Yes,1
M03957,Grocery,13,Australia,190712,1315,0.28,0.23,2,No,1
M03958,Grocery,17,UK,115910,3752,0.22,0.17,5,No,1
M03959,Clothing,7,Canada,44105,4989,0.28,0.19,6,No,1
M03960,Electronics,42,USA,152895,4977,0.25,0.38,0,No,1
M03961,Pharmacy,41,India,115471,587,0.2,0.24,3,Yes,1
M03962,Automotive,27,Brazil,114279,4848,0.19,0.15,3,Yes,1
M03963,Services,16,USA,120865,4759,0.12,0.36,3,Yes,1
M03964,Clothing,29,Australia,180275,2577,0.25,0.1,4,No,1
M03965,Electronics,19,India,55707,1469,0.18,0.04,5,No,0
M03966,Grocery,4,UK,195637,3127,0.13,0.17,3,Yes,1
M03967,Services,29,UK,146154,4614,0.07,0.04,7,No,1
M03968,Retail,24,USA,135063,3286,0.12,0.33,5,Yes,1
M03969,Clothing,27,Canada,68863,2174,0.07,0.14,9,Yes,1
M03970,Automotive,44,Canada,180561,2745,0.13,0.02,7,Yes,1
M03971,Automotive,2,UK,112267,3284,0.09,0.22,3,No,0
M03972,Retail,27,UK,131671,3975,0.29,0.28,6,No,1
M03973,Grocery,27,Australia,193513,353,0.24,0.33,2,No,1
M03974,Clothing,13,India,72809,3557,0.24,0.1,8,Yes,1
M03975,Grocery,28,Germany,193862,399,0.24,0.11,8,Yes,1
M03976,Clothing,31,Australia,47066,2200,0.2,0.08,0,Yes,1
M03977,Retail,31,UK,163993,3290,0.18,0.07,2,Yes,1
M03978,Clothing,16,India,95425,2778,0.14,0.08,7,Yes,1
M03979,Services,21,France,140820,633,0.29,0.35,4,No,1
M03980,Retail,19,Brazil,167400,1781,0.25,0.03,1,Yes,1
M03981,Retail,29,UK,76123,4735,0.12,0.12,8,Yes,1
M03982,Clothing,42,Australia,11106,1357,0.22,0.03,2,No,1
M03983,Retail,18,France,158983,1090,0.25,0.08,7,Yes,1
M03984,Automotive,9,UK,5339,3216,0.29,0.16,5,Yes,1
M03985,Retail,40,USA,199108,4848,0.24,0.08,8,Yes,1
M03986,Automotive,11,Australia,59832,4696,0.1,0.0,6,No,1
M03987,Electronics,14,Australia,22581,956,0.27,0.05,1,No,1
M03988,Clothing,43,France,67905,2099,0.17,0.26,2,No,0
M03989,Grocery,9,France,11364,4756,0.22,0.38,2,No,1
M03990,Clothing,18,Canada,14297,3226,0.11,0.16,1,No,0
M03991,Retail,38,Germany,128741,3366,0.06,0.34,0,No,0
M03992,Automotive,34,UK,59810,1964,0.1,0.33,7,Yes,1
M03993,Grocery,42,USA,49672,3186,0.02,0.3,4,No,0
M03994,Automotive,44,Canada,60846,3208,0.03,0.23,0,No,0
M03995,Pharmacy,25,Australia,91352,3341,0.24,0.35,9,No,1
M03996,Electronics,6,India,117288,4185,0.2,0.31,6,No,1
M03997,Services,28,France,186444,3157,0.19,0.21,7,Yes,1
M03998,Grocery,9,India,28803,3152,0.04,0.33,0,Yes,1
M03999,Clothing,33,Germany,89588,562,0.3,0.24,8,Yes,1
M04000,Services,32,USA,185289,164,0.28,0.04,8,No,1
M04001,Grocery,6,France,191307,565,0.05,0.35,0,No,0
M04002,Clothing,16,Brazil,57383,1079,0.27,0.38,0,No,1
M04003,Clothing,32,USA,166842,2140,0.02,0.35,6,No,1
M04004,Automotive,36,UK,36221,4431,0.29,0.34,1,No,1
M04005,Retail,46,USA,58552,3182,0.12,0.08,2,No,0
M04006,Retail,44,France,162217,1002,0.13,0.17,7,Yes,1
M04007,Retail,50,Australia,179555,4085,0.09,0.03,10,Yes,1
M04008,Grocery,20,Canada,164896,561,0.18,0.25,0,Yes,1
M04009,Retail,15,Australia,74992,2646,0.24,0.39,7,No,1
M04010,Electronics,33,France,85351,984,0.23,0.0,7,No,1
M04011,Clothing,7,France,102956,4959,0.21,0.14,6,No,1
M04012,Services,5,USA,143276,3051,0.14,0.05,7,No,1
M04013,Grocery,15,France,181428,1022,0.24,0.28,1,Yes,1
M04014,Clothing,32,Canada,79369,3701,0.16,0.27,1,Yes,1
M04015,Grocery,39,UK,75665,4071,0.19,0.34,6,No,1
M04016,Grocery,13,France,174899,2286,0.08,0.37,4,No,0
M04017,Automotive,7,France,171415,2079,0.27,0.12,3,Yes,1
M04018,Electronics,23,Canada,36283,4513,0.21,0.21,2,No,1
M04019,Automotive,41,UK,24116,4846,0.13,0.14,5,Yes,1
M04020,Electronics,18,Australia,195774,853,0.13,0.24,4,Yes,1
M04021,Electronics,33,UK,146711,509,0.25,0.19,2,No,1
M04022,Electronics,34,Australia,15767,4425,0.29,0.13,5,No,1
M04023,Grocery,28,USA,135771,741,0.11,0.29,10,Yes,1
M04024,Grocery,40,USA,9647,1147,0.07,0.32,2,Yes,1
M04025,Grocery,31,Canada,74883,4097,0.23,0.06,5,Yes,1
M04026,Grocery,36,Canada,97045,4322,0.01,0.29,9,Yes,1
M04027,Electronics,6,UK,124054,3275,0.12,0.32,6,Yes,1
M04028,Clothing,5,Germany,77089,4444,0.28,0.28,4,No,1
M04029,Grocery,3,France,80894,3968,0.01,0.11,9,No,1
M04030,Retail,23,Australia,122987,4149,0.24,0.21,5,No,1
M04031,Electronics,20,Germany,75394,276,0.06,0.02,5,Yes,1
M04032,Automotive,18,India,16570,2453,0.23,0.03,10,No,1
M04033,Retail,36,Brazil,93087,976,0.02,0.01,1,No,0
M04034,Grocery,27,UK,10473,2384,0.14,0.38,2,No,0
M04035,Pharmacy,1,France,71265,1520,0.2,0.01,4,Yes,1
M04036,Clothing,23,Australia,34721,4402,0.22,0.03,1,No,1
M04037,Services,8,USA,150706,627,0.09,0.32,9,No,1
M04038,Grocery,27,USA,34438,1985,0.11,0.23,7,Yes,1
M04039,Retail,28,France,130711,2571,0.23,0.16,4,Yes,1
M04040,Automotive,29,France,198294,482,0.03,0.07,4,Yes,1
M04041,Clothing,45,Germany,188605,4154,0.11,0.25,6,No,1
M04042,Pharmacy,12,Canada,196057,2390,0.11,0.15,8,Yes,1
M04043,Automotive,27,Germany,62040,328,0.25,0.14,3,Yes,1
